enterprise_id,segment,sector,years_in_operation,is_ntc,is_ntb,gst_registered,gst_filing_consistency_pct,gst_turnover_growth_rate,gst_avg_monthly_turnover_inr,gst_late_filing_count_12m,upi_available,upi_monthly_txn_count,upi_avg_inflow_inr,upi_inflow_volatility,upi_bounce_rate_pct,aa_consent_given,aa_avg_bank_balance_inr,aa_trade_payable_days,aa_cash_flow_ratio,aa_emi_to_inflow_ratio,aa_overdraft_utilization_pct,epfo_registered,epfo_employee_count,epfo_contribution_consistency_pct,epfo_avg_wage_inr,epfo_employee_growth_rate,default_flag,gst_score,upi_score,aa_score,epfo_score,overall_health_score,risk_tier
MSME106482,Small,Services,9.6,0,0,1,81.9,4.95,325400.0,0.0,0,,,,,1,120300.0,47.2,1.14,0.35,27.0,1,26.0,76.2,18400.0,4.44,0,72.9,,63.0,55.7,65.5,Low Risk
MSME106483,Small,Food Processing,11.0,0,0,1,61.4,4.59,225900.0,0.0,0,,,,,0,,,,,,0,,,,,1,62.6,,,,62.6,Low Risk
MSME106484,Medium,Construction,11.8,0,0,0,,,,,1,19.0,29700.0,0.452,13.48,1,15800.0,72.6,0.47,0.425,46.8,1,81.0,20.4,13500.0,2.87,0,,42.5,47.6,25.2,41.0,Moderate Risk
MSME106485,Small,Manufacturing,2.2,0,0,1,20.7,8.05,273100.0,5.0,0,,,,,1,64500.0,69.8,0.18,0.551,76.0,1,21.0,29.1,16000.0,-2.48,0,30.8,,36.7,28.0,32.6,High Risk
MSME106486,Micro,Textile,5.0,0,0,1,5.8,9.87,32100.0,9.0,1,5.0,10900.0,0.509,15.67,1,5600.0,95.6,0.63,0.562,73.8,0,,,,,0,16.4,38.9,35.8,,29.9,High Risk
MSME106487,Small,Trading/Retail,2.8,0,0,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,,
MSME106488,Micro,Services,3.1,0,0,0,,,,,1,10.0,38200.0,0.465,8.09,1,17000.0,68.0,0.88,0.33,40.4,0,,,,,0,,46.7,55.3,,51.4,Moderate Risk
MSME106489,Medium,Trading/Retail,4.2,0,1,0,,,,,1,11.0,26300.0,0.271,5.77,1,23600.0,32.5,1.42,0.232,24.0,0,,,,,0,,53.7,71.4,,63.4,Low Risk
MSME106490,Micro,Manufacturing,7.4,0,0,1,63.7,7.26,38400.0,3.0,0,,,,,0,,,,,,0,,,,,0,57.0,,,,57.0,Moderate Risk
MSME106491,Small,Agriculture & Allied,16.7,0,1,1,65.6,-12.66,365000.0,0.0,1,118.0,184100.0,0.442,6.5,1,163400.0,43.7,1.52,0.445,32.8,0,,,,,0,59.5,50.6,62.7,,58.0,Moderate Risk
MSME106492,Small,Trading/Retail,9.0,0,1,1,8.3,4.86,234400.0,6.0,0,,,,,0,,,,,,1,20.0,13.4,12400.0,-7.63,0,21.1,,,16.4,19.5,High Risk
MSME106493,Micro,Agriculture & Allied,7.9,0,0,1,6.1,9.01,23500.0,5.0,1,6.0,8500.0,0.597,17.07,0,,,,,,0,,,,,0,23.8,35.4,,,29.1,High Risk
MSME106494,Small,Manufacturing,4.3,1,0,1,85.2,0.06,286400.0,3.0,1,77.0,179500.0,0.281,12.11,1,152800.0,75.8,1.17,0.306,36.3,0,,,,,1,65.6,49.0,57.6,,57.9,Moderate Risk
MSME106495,Micro,Food Processing,17.9,0,1,1,60.7,-9.32,42100.0,1.0,1,15.0,25300.0,0.259,8.07,1,10500.0,48.7,0.75,0.212,27.1,0,,,,,0,55.6,52.0,63.5,,57.3,Moderate Risk
MSME106496,Micro,Trading/Retail,1.5,1,0,0,,,,,1,9.0,23600.0,0.342,7.72,0,,,,,,1,3.0,51.6,14800.0,-2.51,1,,50.1,,38.8,45.9,Moderate Risk
MSME106497,Micro,Food Processing,9.8,1,0,0,,,,,1,11.0,23600.0,0.481,16.22,1,16400.0,108.0,0.14,0.624,91.8,0,,,,,1,,39.2,24.7,,31.3,High Risk
MSME106498,Micro,Agriculture & Allied,0.7,0,0,0,,,,,1,14.0,23600.0,0.58,8.6,1,9500.0,85.2,0.65,0.627,68.2,0,,,,,0,,43.4,37.1,,40.0,High Risk
MSME106499,Micro,Services,6.3,0,0,1,7.1,0.81,33600.0,9.0,1,3.0,11800.0,0.391,15.19,0,,,,,,0,,,,,0,14.3,42.3,,,27.0,High Risk
MSME106500,Small,Manufacturing,11.9,0,0,1,21.2,-15.68,294900.0,6.0,1,56.0,154100.0,0.435,12.94,0,,,,,,0,,,,,1,21.4,44.0,,,31.7,High Risk
MSME106501,Micro,Construction,5.8,1,0,0,,,,,1,8.0,22600.0,0.521,12.65,0,,,,,,0,,,,,0,,41.2,,,41.2,Moderate Risk
MSME106502,Micro,Construction,14.2,0,0,1,84.0,9.56,51300.0,0.0,1,14.0,30700.0,0.124,3.88,1,21400.0,43.2,1.4,0.112,19.5,0,,,,,0,75.4,59.1,73.5,,69.9,Low Risk
MSME106503,Small,Trading/Retail,2.5,1,1,1,5.0,-10.3,234400.0,3.0,1,37.0,97100.0,0.568,14.05,1,36200.0,103.1,0.34,0.537,60.9,0,,,,,0,22.4,39.3,35.6,,32.0,High Risk
MSME106504,Small,Food Processing,0.3,1,1,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,,
MSME106505,Micro,Food Processing,1.6,1,1,1,5.0,-9.92,31200.0,5.0,1,7.0,10200.0,0.503,18.98,0,,,,,,0,,,,,1,17.5,36.1,,,26.0,High Risk
MSME106506,Medium,Construction,4.4,0,0,1,88.9,-4.35,2116400.0,3.0,0,,,,,1,1355500.0,52.2,1.27,0.238,40.4,1,116.0,66.2,19300.0,2.2,0,66.1,,63.4,50.0,61.8,Low Risk
MSME106507,Micro,Manufacturing,7.4,0,0,0,,,,,1,21.0,25100.0,0.27,0.71,0,,,,,,0,,,,,0,,58.3,,,58.3,Moderate Risk
MSME106508,Micro,Manufacturing,3.3,0,0,0,,,,,1,13.0,36500.0,0.121,3.59,0,,,,,,0,,,,,0,,59.4,,,59.4,Moderate Risk
MSME106509,Micro,IT/ITES,6.4,0,1,0,,,,,1,8.0,27600.0,0.541,11.6,1,15300.0,71.2,0.58,0.504,40.2,0,,,,,0,,41.7,47.9,,45.1,Moderate Risk
MSME106510,Small,Services,8.5,0,0,1,54.4,-4.05,331100.0,2.0,1,93.0,180200.0,0.299,7.74,1,79300.0,47.7,1.66,0.319,23.4,0,,,,,0,51.5,52.7,68.4,,57.8,Moderate Risk
MSME106511,Micro,Services,2.7,0,0,1,41.6,0.12,40900.0,3.0,1,2.0,22800.0,0.433,13.91,1,12900.0,86.1,0.63,0.464,47.7,0,,,,,0,43.8,42.3,45.3,,43.9,Moderate Risk
MSME106512,Micro,IT/ITES,2.7,0,0,1,97.8,-5.76,56300.0,0.0,1,19.0,39800.0,0.069,0.25,1,38900.0,31.8,1.02,0.264,20.1,0,,,,,0,77.7,63.8,68.5,,70.4,Low Risk
MSME106513,Small,Trading/Retail,1.3,1,1,1,21.7,17.87,186500.0,7.0,0,,,,,1,63900.0,63.8,0.87,0.532,58.4,1,16.0,22.3,15500.0,5.16,0,29.2,,46.9,28.0,36.0,High Risk
MSME106514,Micro,Manufacturing,14.2,0,0,0,,,,,1,9.0,36800.0,0.085,4.22,0,,,,,,0,,,,,0,,59.7,,,59.7,Moderate Risk
MSME106515,Micro,Construction,14.4,0,1,1,94.0,9.94,39900.0,0.0,1,9.0,38200.0,0.226,3.87,1,21900.0,66.0,1.22,0.251,14.7,0,,,,,0,80.5,56.4,65.5,,68.1,Low Risk
MSME106516,Small,Construction,6.3,0,0,1,94.4,-9.93,639700.0,1.0,1,205.0,587700.0,0.046,4.91,1,198200.0,18.0,1.31,0.063,11.3,0,,,,,0,72.2,63.6,80.2,,72.5,Low Risk
MSME106517,Small,IT/ITES,1.8,1,1,1,10.3,-2.9,217700.0,2.0,0,,,,,1,45300.0,95.4,-0.14,0.52,74.4,1,12.0,27.6,12600.0,-1.18,0,29.8,,31.0,26.6,29.6,High Risk
MSME106518,Micro,Food Processing,16.2,0,0,0,,,,,1,19.0,31000.0,0.186,8.2,1,32100.0,58.7,1.24,0.113,30.4,0,,,,,0,,53.9,67.5,,61.3,Low Risk
MSME106519,Micro,Manufacturing,2.7,1,0,0,,,,,1,9.0,25400.0,0.577,18.33,0,,,,,,0,,,,,1,,34.9,,,34.9,High Risk
MSME106520,Medium,Manufacturing,1.4,1,0,1,5.0,10.28,1331600.0,4.0,1,217.0,736500.0,0.394,11.28,0,,,,,,1,69.0,6.6,13300.0,-3.48,0,26.1,49.3,,15.3,32.1,High Risk
MSME106521,Micro,Trading/Retail,2.7,0,1,0,,,,,1,7.0,32700.0,0.306,13.07,0,,,,,,0,,,,,0,,46.3,,,46.3,Moderate Risk
MSME106522,Micro,Agriculture & Allied,2.4,1,0,1,5.0,3.23,31600.0,4.0,1,5.0,14600.0,0.753,18.76,0,,,,,,0,,,,,1,24.0,29.9,,,26.7,High Risk
MSME106523,Micro,Trading/Retail,1.9,1,0,0,,,,,1,10.0,17700.0,0.618,11.26,0,,,,,,0,,,,,0,,40.0,,,40.0,High Risk
MSME106524,Micro,Services,3.3,1,1,1,6.2,-9.79,31600.0,8.0,1,7.0,14400.0,0.379,14.99,1,9100.0,93.6,-0.29,0.607,70.4,0,,,,,0,10.7,42.8,28.7,,26.5,High Risk
MSME106525,Medium,Manufacturing,5.9,0,0,1,76.3,12.1,2127600.0,2.0,1,562.0,1241400.0,0.207,14.95,0,,,,,,0,,,,,0,67.3,56.9,,,62.6,Low Risk
MSME106526,Micro,Trading/Retail,9.7,0,0,1,35.6,-6.67,31800.0,2.0,1,8.0,18100.0,0.279,8.67,0,,,,,,0,,,,,0,41.3,50.9,,,45.7,Moderate Risk
MSME106527,Micro,Manufacturing,4.7,0,0,1,23.5,4.08,45300.0,4.0,1,8.0,25800.0,0.605,11.13,0,,,,,,0,,,,,0,33.5,40.4,,,36.6,High Risk
MSME106528,Micro,Food Processing,4.7,1,0,0,,,,,1,8.0,25800.0,0.831,17.31,0,,,,,,0,,,,,1,,29.3,,,29.3,High Risk
MSME106529,Micro,Trading/Retail,4.6,0,1,1,11.4,1.24,25900.0,5.0,0,,,,,1,5200.0,86.1,0.08,0.538,61.4,0,,,,,0,24.1,,36.4,,30.2,High Risk
MSME106530,Micro,IT/ITES,1.4,0,0,1,38.2,0.3,43100.0,4.0,1,5.0,17500.0,0.339,11.28,0,,,,,,0,,,,,1,39.7,47.0,,,43.0,Moderate Risk
MSME106531,Medium,Agriculture & Allied,9.6,0,0,1,65.8,20.32,1499600.0,1.0,0,,,,,1,499100.0,59.5,1.33,0.42,30.9,1,103.0,85.5,16500.0,2.54,0,67.0,,59.6,58.7,62.4,Low Risk
MSME106532,Small,Trading/Retail,12.0,0,1,1,83.1,9.13,392600.0,2.0,1,127.0,264000.0,0.025,7.34,1,213600.0,49.6,1.25,0.247,17.9,1,28.0,83.8,16000.0,3.37,0,69.8,60.6,68.0,58.1,65.2,Low Risk
MSME106533,Micro,Textile,15.6,0,0,1,37.1,-1.97,29000.0,5.0,1,12.0,16900.0,0.262,10.78,1,14900.0,47.0,0.5,0.285,33.3,0,,,,,0,36.0,49.5,58.7,,48.0,Moderate Risk
MSME106534,Micro,Manufacturing,4.1,0,1,0,,,,,0,,,,,0,,,,,,0,,,,,0,,,,,,
MSME106535,Micro,Trading/Retail,15.0,0,0,1,80.9,1.54,41700.0,3.0,1,13.0,22800.0,0.367,11.13,0,,,,,,0,,,,,0,63.9,46.6,,,56.0,Moderate Risk
MSME106536,Micro,Manufacturing,10.4,0,0,1,10.4,-4.84,36100.0,5.0,1,5.0,12600.0,0.69,14.16,0,,,,,,1,1.0,10.8,14100.0,-1.66,0,21.7,35.6,,18.5,26.0,High Risk
MSME106537,Micro,Textile,2.0,1,1,0,,,,,1,10.0,19800.0,0.606,16.72,1,16400.0,80.7,-0.14,0.577,72.5,0,,,,,0,,35.6,32.4,,33.9,High Risk
MSME106538,Micro,Food Processing,2.7,1,0,1,29.2,18.1,33300.0,6.0,1,12.0,17900.0,0.575,12.61,0,,,,,,0,,,,,0,35.5,40.0,,,37.5,High Risk
MSME106539,Small,Trading/Retail,6.0,0,1,1,77.7,10.63,275900.0,3.0,1,75.0,184200.0,0.111,5.32,1,95900.0,59.5,0.95,0.267,27.6,0,,,,,0,65.0,59.3,61.6,,62.1,Low Risk
MSME106540,Small,Construction,4.7,0,1,1,11.0,-5.72,212200.0,5.0,0,,,,,1,85900.0,90.5,1.03,0.49,41.3,0,,,,,0,21.8,,48.1,,35.0,High Risk
MSME106541,Micro,Construction,1.6,1,1,0,,,,,1,14.0,24100.0,0.621,16.82,0,,,,,,0,,,,,1,,35.2,,,35.2,High Risk
MSME106542,Medium,Construction,6.0,0,0,0,,,,,0,,,,,1,22000.0,77.8,-0.16,0.436,52.7,1,95.0,25.6,12900.0,-0.41,1,,,40.5,26.0,35.7,High Risk
MSME106543,Micro,Services,6.1,0,1,0,,,,,1,12.0,25100.0,0.325,17.08,0,,,,,,0,,,,,0,,42.4,,,42.4,Moderate Risk
MSME106544,Micro,Textile,10.4,0,1,1,15.8,-16.51,42000.0,5.0,1,7.0,16900.0,0.613,8.28,0,,,,,,0,,,,,0,20.9,42.7,,,30.8,High Risk
MSME106545,Small,Food Processing,3.5,1,1,1,6.5,-9.23,290500.0,6.0,1,38.0,116100.0,0.496,10.62,1,82300.0,102.7,0.47,0.584,51.1,1,14.0,16.7,14100.0,-3.03,0,16.0,44.2,37.3,20.8,30.2,High Risk
MSME106546,Micro,Trading/Retail,2.8,1,0,1,5.0,-12.25,41700.0,2.0,1,5.0,13300.0,0.72,15.17,0,,,,,,0,,,,,1,24.3,33.9,,,28.7,High Risk
MSME106547,Micro,Textile,1.3,1,0,0,,,,,1,13.0,31300.0,0.287,9.52,1,18600.0,75.3,0.46,0.393,70.6,0,,,,,0,,50.0,43.2,,46.3,Moderate Risk
MSME106548,Small,Manufacturing,6.9,0,0,1,78.7,-9.84,430200.0,4.0,1,127.0,245000.0,0.081,10.98,0,,,,,,0,,,,,0,56.9,56.0,,,56.5,Moderate Risk
MSME106549,Micro,Construction,6.3,0,0,1,46.3,8.6,41100.0,5.0,1,12.0,27500.0,0.45,9.93,0,,,,,,0,,,,,0,43.7,45.5,,,44.5,Moderate Risk
MSME106550,Small,Food Processing,17.1,0,1,0,,,,,1,9.0,31800.0,0.461,11.41,1,19100.0,43.3,0.47,0.198,41.8,0,,,,,0,,43.9,59.8,,52.6,Moderate Risk
MSME106551,Micro,Manufacturing,9.9,0,1,0,,,,,0,,,,,1,27100.0,38.5,1.43,0.283,41.9,1,8.0,80.7,21200.0,-12.46,0,,,65.5,51.2,60.7,Low Risk
MSME106552,Small,Trading/Retail,3.6,1,0,1,82.7,5.27,261500.0,3.0,1,47.0,139700.0,0.539,10.75,0,,,,,,1,20.0,59.4,16800.0,-1.78,0,65.9,43.1,,43.8,53.0,Moderate Risk
MSME106553,Micro,Food Processing,5.7,0,1,0,,,,,1,8.0,29500.0,0.275,14.03,0,,,,,,0,,,,,0,,46.3,,,46.3,Moderate Risk
MSME106554,Micro,Textile,1.6,0,0,1,10.8,-20.65,25300.0,3.0,1,5.0,15500.0,0.379,13.82,0,,,,,,1,1.0,18.2,10700.0,-5.76,0,22.2,43.8,,19.0,29.2,High Risk
MSME106555,Micro,Textile,4.1,1,0,0,,,,,1,6.0,19900.0,0.8,18.92,1,8100.0,111.3,-0.02,0.629,72.3,0,,,,,0,,28.6,26.7,,27.6,High Risk
MSME106556,Small,Food Processing,6.5,0,1,1,75.6,-3.92,351000.0,4.0,0,,,,,1,160800.0,32.8,0.92,0.195,23.6,1,23.0,76.5,18200.0,12.68,0,57.1,,68.7,59.6,62.2,Low Risk
MSME106557,Micro,Trading/Retail,17.6,0,0,0,,,,,1,11.0,25600.0,0.137,4.92,0,,,,,,0,,,,,0,,57.8,,,57.8,Moderate Risk
MSME106558,Small,Manufacturing,2.4,1,0,1,5.8,-2.61,281800.0,4.0,1,36.0,124400.0,0.379,17.91,1,65000.0,99.6,-0.12,0.615,65.8,0,,,,,0,22.6,40.7,29.6,,30.4,High Risk
MSME106559,Micro,Construction,13.9,0,0,1,96.9,5.27,58600.0,1.0,1,16.0,36500.0,0.02,4.17,1,19900.0,29.8,2.33,0.209,20.0,0,,,,,0,78.0,61.5,80.1,,73.9,Low Risk
MSME106560,Micro,Manufacturing,6.8,0,0,0,,,,,1,9.0,25600.0,0.426,4.0,1,20400.0,61.3,0.87,0.441,49.9,0,,,,,0,,51.2,51.5,,51.4,Moderate Risk
MSME106561,Micro,Construction,9.7,0,0,1,20.4,-7.06,39600.0,0.0,1,10.0,20700.0,0.427,9.49,1,9300.0,72.5,0.12,0.469,57.8,0,,,,,1,38.6,46.4,41.6,,42.0,Moderate Risk
MSME106562,Micro,Manufacturing,5.5,0,1,1,18.6,-7.56,38600.0,3.0,1,8.0,14300.0,0.424,14.91,0,,,,,,0,,,,,0,30.0,41.7,,,35.3,High Risk
MSME106563,Medium,Trading/Retail,3.0,0,0,1,43.3,12.14,1984700.0,2.0,1,406.0,932500.0,0.357,14.18,1,930000.0,86.2,1.1,0.379,67.2,1,76.0,50.7,13100.0,20.56,0,50.8,51.1,47.2,48.3,49.4,Moderate Risk
MSME106564,Micro,Services,13.4,0,0,0,,,,,1,14.0,20100.0,0.246,8.68,1,23600.0,80.3,0.32,0.451,59.9,0,,,,,0,,51.8,41.9,,46.4,Moderate Risk
MSME106565,Small,Services,3.8,0,0,1,17.5,4.1,406300.0,3.0,1,86.0,215300.0,0.258,10.92,1,161200.0,85.3,0.36,0.384,55.0,1,25.0,56.3,15000.0,5.24,0,33.0,50.8,44.1,44.8,42.6,Moderate Risk
MSME106566,Micro,Food Processing,9.3,0,0,1,52.8,-11.35,41800.0,5.0,1,9.0,22100.0,0.318,11.3,1,21700.0,56.1,1.07,0.363,38.5,1,6.0,35.7,12500.0,15.4,0,41.0,47.6,58.3,38.2,47.4,Moderate Risk
MSME106567,Micro,Manufacturing,1.8,1,1,1,7.6,-2.73,26000.0,2.0,1,4.0,14700.0,0.283,17.88,1,4900.0,74.9,-0.25,0.707,62.6,0,,,,,0,28.5,42.7,31.1,,33.6,High Risk
MSME106568,Micro,Textile,2.2,0,1,0,,,,,1,7.0,17000.0,0.747,15.21,0,,,,,,0,,,,,0,,33.2,,,33.2,High Risk
MSME106569,Small,Services,0.7,1,0,1,8.1,-7.11,219400.0,5.0,1,39.0,89400.0,0.714,13.03,1,45400.0,85.9,0.44,0.532,61.8,0,,,,,0,19.9,36.6,39.2,,31.6,High Risk
MSME106570,Small,Construction,5.1,0,0,1,7.3,-8.45,272900.0,6.0,1,61.0,130300.0,0.619,10.1,1,79900.0,97.8,0.69,0.667,79.3,0,,,,,0,16.6,41.9,31.9,,29.4,High Risk
MSME106571,Micro,Food Processing,6.8,0,1,0,,,,,1,15.0,34400.0,0.546,6.96,1,10200.0,52.2,1.08,0.334,30.6,0,,,,,0,,45.7,61.4,,54.3,Moderate Risk
MSME106572,Small,Manufacturing,5.7,0,1,0,,,,,0,,,,,1,17200.0,40.2,1.19,0.435,27.4,0,,,,,0,,,62.2,,62.2,Low Risk
MSME106573,Micro,Food Processing,1.3,1,1,1,5.0,-10.51,29900.0,2.0,1,5.0,13900.0,0.792,18.76,0,,,,,,0,,,,,1,24.8,29.0,,,26.7,High Risk
MSME106574,Micro,Services,2.3,0,1,1,12.9,-4.9,26800.0,3.0,1,7.0,10900.0,0.445,8.97,0,,,,,,0,,,,,0,28.0,46.4,,,36.4,High Risk
MSME106575,Small,Services,9.6,0,0,1,93.4,-4.21,532300.0,1.0,1,165.0,398000.0,0.02,7.25,0,,,,,,1,35.0,83.7,18900.0,5.89,0,73.4,61.5,,60.3,66.3,Low Risk
MSME106576,Micro,Food Processing,3.5,0,0,1,51.0,12.65,39000.0,2.0,1,7.0,25600.0,0.029,5.44,0,,,,,,0,,,,,0,54.8,60.0,,,57.2,Moderate Risk
MSME106577,Small,Trading/Retail,5.9,0,0,0,,,,,0,,,,,0,,,,,,1,21.0,34.0,11500.0,1.6,1,,,,30.6,30.6,High Risk
MSME106578,Medium,Agriculture & Allied,3.3,1,0,1,17.8,4.56,1805600.0,1.0,1,408.0,753800.0,0.173,13.44,0,,,,,,1,79.0,19.4,13100.0,-12.54,1,38.3,56.4,,17.4,40.3,Moderate Risk
MSME106579,Medium,Manufacturing,8.8,0,1,1,80.8,1.49,2637800.0,2.0,0,,,,,1,1042100.0,44.2,1.83,0.081,12.5,1,115.0,82.4,14800.0,-4.11,0,66.3,,78.8,53.5,68.7,Low Risk
MSME106580,Small,Trading/Retail,3.3,0,0,1,82.8,2.33,292700.0,2.0,0,,,,,1,163400.0,42.6,0.99,0.329,15.9,1,30.0,92.7,18800.0,-0.69,0,67.6,,65.5,61.7,65.6,Low Risk
MSME106581,Micro,Construction,4.7,0,0,1,32.8,1.24,32200.0,4.0,1,9.0,17500.0,0.427,15.46,1,5200.0,83.3,0.5,0.658,75.7,0,,,,,0,37.3,41.2,34.0,,37.3,High Risk
MSME106582,Small,Trading/Retail,11.4,0,1,1,81.7,16.69,546900.0,2.0,1,160.0,503000.0,0.02,2.69,0,,,,,,0,,,,,0,71.4,65.4,,,68.7,Low Risk
MSME106583,Micro,IT/ITES,5.8,1,0,0,,,,,1,8.0,17400.0,0.593,14.55,0,,,,,,0,,,,,0,,37.8,,,37.8,High Risk
MSME106584,Micro,Manufacturing,2.5,1,0,1,5.0,-0.57,27800.0,8.0,1,9.0,13300.0,0.505,16.86,0,,,,,,0,,,,,1,12.8,38.0,,,24.3,High Risk
MSME106585,Micro,Manufacturing,7.8,0,1,0,,,,,1,8.0,28400.0,0.367,11.96,0,,,,,,0,,,,,0,,45.8,,,45.8,Moderate Risk
MSME106586,Micro,Trading/Retail,1.3,1,1,1,9.2,4.64,23200.0,5.0,1,5.0,11200.0,0.611,14.25,0,,,,,,0,,,,,0,24.0,37.5,,,30.1,High Risk
MSME106587,Medium,Trading/Retail,2.4,1,1,0,,,,,1,15.0,31400.0,0.362,9.84,1,24800.0,79.1,0.86,0.358,45.7,1,77.0,36.5,11000.0,-8.36,0,,47.9,51.4,27.1,44.9,Moderate Risk
MSME106588,Small,Trading/Retail,1.4,1,0,0,,,,,0,,,,,1,13700.0,83.9,0.04,0.332,73.6,0,,,,,0,,,39.6,,39.6,High Risk
MSME106589,Micro,Trading/Retail,9.0,0,0,0,,,,,1,9.0,28000.0,0.483,12.25,1,8400.0,69.7,1.77,0.426,52.9,0,,,,,0,,42.6,56.6,,50.2,Moderate Risk
MSME106590,Micro,Manufacturing,7.4,0,1,1,17.0,0.72,34100.0,6.0,1,7.0,15200.0,0.382,14.46,1,7400.0,65.3,-0.32,0.307,68.1,0,,,,,0,24.2,43.2,41.9,,36.0,High Risk
MSME106591,Small,Manufacturing,8.3,0,0,1,81.1,11.11,353900.0,2.0,1,99.0,243900.0,0.303,3.89,1,173000.0,39.4,1.25,0.236,28.2,0,,,,,0,69.4,56.1,68.0,,65.0,Low Risk
MSME106592,Micro,Manufacturing,6.6,0,0,1,43.8,-8.17,37200.0,5.0,0,,,,,1,18600.0,61.9,0.33,0.481,57.8,0,,,,,0,37.4,,44.7,,41.0,Moderate Risk
MSME106593,Small,Trading/Retail,13.2,0,1,1,52.6,7.08,295400.0,2.0,0,,,,,1,68400.0,45.2,1.21,0.292,34.9,0,,,,,0,53.9,,63.9,,58.9,Moderate Risk
MSME106594,Medium,Trading/Retail,6.5,0,0,1,48.7,-0.77,1845500.0,1.0,1,531.0,1392800.0,0.15,3.28,0,,,,,,1,95.0,47.9,13900.0,-3.21,0,52.1,68.1,,36.3,54.4,Moderate Risk
MSME106595,Micro,Trading/Retail,3.4,0,1,1,63.1,28.7,44300.0,2.0,1,10.0,34800.0,0.302,6.65,1,10000.0,69.6,0.67,0.481,46.7,0,,,,,0,65.7,52.1,48.2,,55.5,Moderate Risk
MSME106596,Micro,Trading/Retail,2.6,0,1,1,65.0,-0.5,33200.0,4.0,1,8.0,20100.0,0.547,14.93,0,,,,,,0,,,,,0,52.8,38.6,,,46.3,Moderate Risk
MSME106597,Micro,Manufacturing,6.4,0,1,0,,,,,1,13.0,23100.0,0.128,8.87,1,10400.0,56.7,0.27,0.368,55.4,1,5.0,66.7,17600.0,-3.73,0,,54.6,48.7,46.9,50.4,Moderate Risk
MSME106598,Micro,Trading/Retail,12.4,0,1,0,,,,,1,14.0,29500.0,0.294,9.17,1,22800.0,63.5,0.57,0.448,63.0,1,3.0,39.0,16800.0,-0.72,0,,50.2,46.1,34.1,45.0,Moderate Risk
MSME106599,Micro,Manufacturing,1.7,0,1,1,6.6,-10.74,37900.0,2.0,1,5.0,18100.0,0.434,18.37,0,,,,,,0,,,,,0,25.6,38.4,,,31.4,High Risk
MSME106600,Micro,Agriculture & Allied,8.1,0,0,1,32.1,-0.38,25100.0,5.0,1,6.0,14700.0,0.493,9.81,0,,,,,,0,,,,,0,33.9,44.4,,,38.7,High Risk
MSME106601,Micro,Manufacturing,4.7,1,0,1,24.7,3.77,36600.0,6.0,1,9.0,20400.0,0.38,13.15,1,12900.0,84.5,0.27,0.456,70.0,0,,,,,0,29.0,44.4,38.6,,36.9,High Risk
MSME106602,Micro,Trading/Retail,11.1,0,0,1,41.2,-7.68,53100.0,1.0,1,10.0,30700.0,0.237,9.47,0,,,,,,0,,,,,0,46.3,51.3,,,48.6,Moderate Risk
MSME106603,Micro,Food Processing,1.1,1,0,0,,,,,1,7.0,29200.0,0.612,14.15,0,,,,,,0,,,,,0,,37.6,,,37.6,High Risk
MSME106604,Small,Services,17.1,0,0,1,97.2,0.59,404900.0,2.0,0,,,,,1,196400.0,23.8,1.04,0.055,21.3,1,25.0,69.5,19500.0,10.99,0,74.3,,75.4,55.8,71.0,Low Risk
MSME106605,Micro,Trading/Retail,4.7,0,0,1,8.6,6.23,27800.0,6.0,1,8.0,12700.0,0.576,15.17,0,,,,,,0,,,,,1,21.7,37.6,,,28.9,High Risk
MSME106606,Small,Construction,0.9,1,0,1,51.9,14.84,326000.0,2.0,1,74.0,165900.0,0.363,8.73,1,150800.0,69.5,0.5,0.401,66.5,0,,,,,0,55.9,49.9,45.1,,50.3,Moderate Risk
MSME106607,Micro,Construction,1.7,0,0,0,,,,,1,8.0,33000.0,0.479,12.56,1,11000.0,91.9,0.48,0.303,55.1,0,,,,,0,,42.4,46.0,,44.4,Moderate Risk
MSME106608,Micro,IT/ITES,18.8,1,0,1,74.4,-6.52,52300.0,2.0,1,17.0,35000.0,0.155,5.35,1,20400.0,62.6,1.18,0.352,30.7,0,,,,,0,60.7,57.1,59.9,,59.4,Moderate Risk
MSME106609,Micro,Agriculture & Allied,8.1,0,0,1,63.2,21.31,39100.0,1.0,1,9.0,28600.0,0.244,4.77,0,,,,,,0,,,,,0,66.0,55.2,,,61.1,Low Risk
MSME106610,Small,Services,4.3,1,0,0,,,,,0,,,,,0,,,,,,1,15.0,9.8,15000.0,-4.14,1,,,,17.2,17.2,High Risk
MSME106611,Micro,Food Processing,21.7,0,0,0,,,,,1,11.0,40200.0,0.266,1.61,1,14800.0,37.8,1.14,0.319,30.4,0,,,,,1,,57.4,64.8,,61.4,Low Risk
MSME106612,Micro,Manufacturing,6.3,0,0,1,5.2,-14.91,32400.0,4.0,1,9.0,13100.0,0.518,17.23,0,,,,,,0,,,,,0,18.6,37.3,,,27.1,High Risk
MSME106613,Micro,Agriculture & Allied,10.7,0,0,0,,,,,1,16.0,37200.0,0.13,4.49,1,12600.0,62.5,0.5,0.393,26.9,0,,,,,0,,58.5,54.4,,56.3,Moderate Risk
